Reporter_family,REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY
Pharmaceutical Associates Inc,RP0286383,DISTRIBUTOR,PHARMACEUTICAL ASSOCIATES INC,,1700 PERIMETER RD,,GREENVILLE,SC,29605,GREENVILLE
Proethic Pharmaceuticals,RP0287284,DISTRIBUTOR,PROETHIC PHARMACEUTICALS,,530 INDUSTRIAL PARK BLVD.,,MONTGOMERY,AL,36117,MONTGOMERY
Paragon Enterprises Inc,RP0292312,DISTRIBUTOR,PARAGON ENTERPRISES INC,,2700 GLADES CIRCLE STE C135,,WESTON,FL,33327,BROWARD
Patheon Pharmaceuticals Inc,RP0296586,MANUF (BULK),PATHEON PHARMACEUTICALS INC,,2110 E GALBRAITH ROAD,,CINCINNATI,OH,45237,HAMILTON
Patheon Pharmaceuticals Inc,RP0296598,DISTRIBUTOR,PATHEON PHARMACEUTICALS INC,,4750 LAKE FOREST DRIVE,,CINCINNATI,OH,45242,HAMILTON
"Northwind Pharmaceuticals, LLC",RP0300400,DISTRIBUTOR,"NORTHWIND PHARMACEUTICALS, LLC",,9402 UPTOWN DRIVE,SUITE 1100,INDIANAPOLIS,IN,46256,MARION
PrePak Systems Inc,RP0300892,MANUFACTURER,PREPAK SYSTEMS INC,,1920 FISK ROAD,,COOKEVILLE,TN,38503,PUTNAM
"Par Pharmaceutical, Inc.",RP0301046,DISTRIBUTOR,"PAR PHARMACEUTICAL, INC.",D/B/A PAR PHARMACEUTICAL,30 DUNNINGAN DRIVE,,MONTEBELLO,NY,10901,ROCKLAND
Pfizer Inc.,RP0303278,DISTRIBUTOR,PFIZER INC.,,1855 SHELBY OAKS DRIVE NORTH,,MEMPHIS,TN,38134,SHELBY
PharMEDium Services LLC,RP0305119,MANUFACTURER,PHARMEDIUM SERVICES LLC,,913 NORTH DAVIS AVENUE,,CLEVELAND,MS,38732,BOLIVAR
,RP0308519,REVERSE DISTRIB,PHARMACEUTICAL DIMENSIONS,,4215 TUDOR LANE,,GREENSBORO,NC,27410,GUILFORD
Preferred Pharmaceuticals Inc,RP0313899,MANUFACTURER,PREFERRED PHARMACEUTICALS INC,"PREFERRED PHARMACEUTICALS, INC.",1250 N. LAKEVIEW AVE,UNIT O,ANAHEIM,CA,92807,ORANGE
Laser Pharmaceuticals LLC,RP0315742,DISTRIBUTOR,LASER PHARMACEUTICALS LLC,,6003 PONDERS CT,,GREENVILLE,SC,29615,GREENVILLE
Pharmacy Medical Solutions Inc,RP0329753,DISTRIBUTOR,PHARMACY MEDICAL SOLUTIONS INC,,200 AIRPARK DRIVE SUITE 40,,ROCHESTER,NY,14624,MONROE
PSS World Medical Inc,RP0330097,DISTRIBUTOR,PSS WORLD MEDICAL INC,,DBA SOUTHERN ANESTHESIA & SURGICAL,ONE SOUTHERN COURT,WEST COLUMBIA,SC,29169,LEXINGTON
Pharmacy Returns Logistics,RP0331669,REVERSE DISTRIB,PHARMACY RETURNS LOGISTICS,PHARMACY RETURNS LOGISTICS,27059 83RD PLACE,P.O. BOX 391,BRANFORD,FL,32008,SUWANNEE
"Publix Super Markets, Inc.",RP0331924,DISTRIBUTOR,"PUBLIX SUPER MARKETS, INC.",,1950 SAND LAKE RD.,BLDG 3,ORLANDO,FL,32809,ORANGE
PharmaForce Incorporated,RP0331974,MANUFACTURER,PHARMAFORCE INCORPORATED,,4150 LYMAN DRIVE,,HILLIARD,OH,43026,FRANKLIN
Physician Supply Company,RP0333497,DISTRIBUTOR,PHYSICIAN SUPPLY COMPANY,,5041 SPENCER HIGHWAY SUITE 904,,PASADENA,TX,77505,HARRIS
Priority Healthcare,RP0334540,DISTRIBUTOR,PRIORITY HEALTHCARE DISTRIBUTION,DBA CURASCRIPT SD SPECIALTY,DISTRIBUTION,2297  SOUTHWEST  BLVD   SUITE  #D,GROVE CITY,OH,43123,FRANKLIN
Priority Healthcare,RP0336075,DISTRIBUTOR,PRIORITY  HEALTHCARE  DISTRIBUTION,DBA  CURASCRIPT SD SPECIALTY,DISTRIBUTION,995  S.  MC CARRAN  BLVD  SUITE #106,SPARKS,NV,89431,WASHOE
Purdue Pharmaceuticals LP,RP0336265,MANUFACTURER,PURDUE PHARMA L P,,6  CEDARBROOK  DRIVE,,CRANBURY,NJ,8512,MIDDLESEX
Pharmaceutical Associates Inc,RP0336330,MANUFACTURER,PHARMACEUTICAL ASSOCIATES INC,,1700 PERIMETER ROAD,,GREENVILLE,SC,29605,GREENVILLE
Cardinal Health,RP0337370,DISTRIBUTOR,"CARDINAL HEALTH 110, LLC",D/B/A PARMED PHARMACEUTICALS,4220 HYDE PARK BLVD,,NIAGARA FALLS,NY,14305,NIAGARA
Palmetto State Pharma.,RP0340151,MANUFACTURER,PALMETTO STATE PHARMA.,,2000 SAM RITTENBERG BLVD.,SUITE 116,CHARLESTON,SC,29407,CHARLESTON
"Premium Health Services, Inc.",RP0340377,DISTRIBUTOR,"PREMIUM HEALTH SERVICES, INC.",,9121 RED BRANCH ROAD,SUITE A,COLUMBIA,MD,21045,HOWARD
Familymeds Inc.,RP0344298,DISTRIBUTOR,FAMILYMEDS INC.,,312 FARMINGTON AVENUE,SUITE B,FARMINGTON,CT,6032,HARTFORD
Professional Veterinary,RP0345151,DISTRIBUTOR,PROFESSIONAL VETERINARY,,3640 SANDHURST DRIVE,,YORK,PA,17406,YORK
Patterson Logistics Services,RP0349022,DISTRIBUTOR,PATTERSON LOGISTICS SERVICES,,1004 CORNERSTONE DRIVE,,MOUNT JOY,PA,17552,LANCASTER
Pfizer Inc.,RP0349111,MANUFACTURER,"PFIZER PHARMACEUTICALS, LLC",,99 CALLE JARDINES,,CAGUAS,PR,725,CAGUAS
Patterson Logistics Services,RP0349224,DISTRIBUTOR,PATTERSON LOGISTICS SERVICES INC,,"925 CAROLINA PINES BLVD., STE B",,BLYTHEWOOD,SC,29016,RICHLAND
Pharma Mate Inc. DBA ReturnCo,RP0350140,REVERSE DISTRIB,PHARMA MATE INC. DBA RETURNCO,,18833 SAKERA RD,,HUDSON,FL,34667,PASCO
Patterson Logistics Services,RP0351736,DISTRIBUTOR,PATTERSON LOGISTICS SERVICES INC,,6419 SOUTH 228 STREET,SUITE 101,KENT,WA,98032,KING
Aphena Pharma Solutions,RP0355847,MANUFACTURER,APHENA PHARMA SOLUTIONS-TN,,1920 FISK ROAD,,COOKEVILLE,TN,38506,PUTNAM
Prasco LLC,RP0356724,DISTRIBUTOR,"PRASCO LLC, DBA PRASCO LABORATORIES",,6125 COMMERCE COURT,,MASON,OH,45040,WARREN
Physicians Pharmaceutical Corp,RP0359528,DISTRIBUTOR,PHYSICIANS PHARMACEUTICAL CORP,,10360 DEERBORN LANE,,KNOXVILLE,TN,37932,KNOX
"Publicis Selling Solutions, Inc. DBA Pharmagistics",RP0360785,DISTRIBUTOR,"PUBLICIS SELLING SOLUTIONS, INC. DBA PHARMAGISTICS",,309 PIERCE STREET,,SOMERSET,NJ,8873,SOMERSET
Penn Veterinary Supply,RP0361624,DISTRIBUTOR,"PENN VETERINARY SUPPLY, INC.",,5101-C KRAFT AVENUE SE,,GRAND RAPIDS,MI,49512,KENT
Purdue GMP Center,RP0362979,MANUFACTURER,"PURDUE GMP CENTER LLC,",INDUSTRIAL PHARMACY & CONTRACT,MFG.,3070 KENT AVENUE,WEST  LAFAYETTE,IN,47906,TIPPECANOE
Purdue Pharmaceuticals LP,RP0364137,DISTRIBUTOR,PURDUE PHARMACEUTICALS LP,,4701 PURDUE DRIVE,,WILSON,NC,27893,WILSON
"Precision Dose, Inc.",RP0365115,MANUFACTURER,"PRECISION DOSE, INC.",,722 PROGRESSIVE LANE,,SOUTH BELOIT,IL,61080,WINNEBAGO
Pharmaceutics International,RP0370356,MANUFACTURER,"PHARMACEUTICS INTERNATIONAL, INC.",,103 BEAVER COURT,,COCKEYSVILLE,MD,21030,BALTIMORE
PharMEDium Services LLC,RP0371613,MANUFACTURER,"PHARMEDIUM SERVICES, LLC.",,6100 GLOBAL DRIVE,,MEMPHIS,TN,38141,SHELBY
Patterson Logistics Services,RP0372855,DISTRIBUTOR,"PATTERSON LOGISTICS SERVICES, INC",,800 MONTE VISTA DRIVE,,DINUBA,CA,93618,TULARE
"Pallirx, Inc.",RP0375116,MANUFACTURER,"PALLIRX, INC.",,102 OXMOOR ROAD,SUITE 120,BIRMINGHAM,AL,35209,JEFFERSON
Patterson Logistics Services,RP0380523,DISTRIBUTOR,"PATTERSON LOGISTICS SERVICES, INC.",,1905 LAKEWOOD DRIVE,,BOONE,IA,50036,BOONE
"Pharmakon Pharmaceuticals, Inc.",RP0381094,MANUFACTURER,"PHARMAKON PHARMACEUTICALS, INC.",,14450 GETZ ROAD,,NOBLESVILLE,IN,46060,HAMILTON
,RP0381412,REVERSE DISTRIB,P.S. INDUSTRIES INC.,,1551 NW 54TH STREET,SUITE 102B,SEATTLE,WA,98107,KING
Mystro Logistics Solutions,RP0384381,DISTRIBUTOR,MYSTRO LOGISTICS SOLUTIONS,,25 MADISON ROAD,,TOTOWA,NJ,7512,PASSAIC
Pharmacorr LLC,RP0384824,DISTRIBUTOR,"PHARMACORR, LLC",,6705 CAMILLE AVENUE,,OKLAHOMA CITY,OK,73149,OKLAHOMA
"Par Pharmaceutical, Inc.",RP0386210,MANUFACTURER,"PAR PHARMACEUTICAL, INC.",D/B/A PAR PHARMACETICAL,100B RED SCHOOL HOUSE RD,,CHESTNUT RIDGE,NY,10977,ROCKLAND
Patterson Logistics Services,RP0388644,DISTRIBUTOR,"PATTERSON LOGISTICS SERVICES, INC.",,1401 TRADEPORT DRIVE,,JACKSONVILLE,FL,32218,DUVAL
,RP0388935,REVERSE DISTRIB,"PRO-MED RETURNS, INC.",,1261 KASS CIRCLE,,SPRING HILL,FL,34606,HERNANDO
"Poc Pharmacy Solutions, Inc.",RP0399015,MANUFACTURER,"POC PHARMACY SOLUTIONS, INC.",,103 E. PATTI PAGE BLVD.,,CLAREMORE,OK,74017,ROGERS
Promise Hospital Pharmacy,RP0399356,DISTRIBUTOR,PROMISE HOSPITAL PHARMACY,,615 E. WORTHEY STREET,,GONZALES,LA,70737,ASCENSION
,RP0410009,REVERSE DISTRIB,"PHARMATECH SERVICES, INC.",,14430 BLACK LAKE RD,,ODESSA,FL,33556,HILLSBOROUGH
"Precision Dose, Inc.",RP0411758,DISTRIBUTOR,"PRECISION DOSE, INC.",,722 PROGRESSIVE LANE,,SOUTH BELOIT,IL,61080,WINNEBAGO
"Preferred Medsurg, Inc.",RP0412914,DISTRIBUTOR,"PREFERRED MEDSURG, INC.",,2217 LAKE MURRAY BLVD.,,COLUMBIA,SC,29212,LEXINGTON
Pharmacorr LLC,RP0413207,DISTRIBUTOR,PHARMACORR LLC,,6002 CORPORATE WAY,BLDG B,INDIANAPOLIS,IN,46278,MARION
,RP0413447,REVERSE DISTRIB,PHARMA-MATE INC.,D/B/A RETURNCO,2800 SOUTH MARKET STREET,,CHATTANOOGA,TN,37410,HAMILTON
Patterson Logistics Services,RP0414146,DISTRIBUTOR,"PATTERSON LOGISTICS SERVICES, INC.",,7055 CLEVELAND ROAD,,SOUTH BEND,IN,46628,ST JOSEPH
Paddock Laboratories,RP0417382,MANUFACTURER,PADDOCK LABORATORIES LLC,,3940 QUEBEC AVE NORTH,,MINNEAPOLIS,MN,55427,HENNEPIN
PCCA,RP0424010,DISTRIBUTOR,PCCA,PROFESSIONAL COMPOUNDING CENTERS OF AMERICA,"7360 EASTGATE RD., SUITE 120",,HENDERSON,NV,89011,CLARK
Patient First and Patient First of New Jersey,RP0426937,DISTRIBUTOR,PATIENT FIRST AND PATIENT FIRST OF NEW JERSEY,,5000 COX RD.,STE 100,GLEN ALLEN,VA,23060,HENRICO
,RP0429945,REVERSE DISTRIB,PRESTIGIOUS RX RETURNS DBA PRX RETURNS,,1065 HANOVER ST,SUITE 108,SUGAR NOTCH,PA,18706,LUZERNE
Price Chopper Operating Co Inc,RP0431623,DISTRIBUTOR,PRICE CHOPPER OPERATING CO INC,WAREHOUSE #8,501 DUANESBURG ROAD,,SCHENECTADY,NY,12306,SCHENECTADY
"Poly Pharmaceuticals, Inc.",RP0432764,DISTRIBUTOR,"POLY PHARMACEUTICALS, INC.",,2720 CULLOM BLVD,,OWENS CROSS ROADS,AL,35763,MADISON
"ProSolus, Inc.",RP0440216,MANUFACTURER,"PROSOLUS, INC.",,6701 NW 7TH STREET,SUITE 165,MIAMI,FL,33126,MIAMI-DADE
"Pharmpak, Inc.",RP0447296,DISTRIBUTOR,"PHARMPAK, INC.",,1221 ANDERSEN DRIVE,SUITE B,SAN RAFAEL,CA,94901,MARIN
Physicians Total Care,RP0459859,MANUFACTURER,PHYSICIANS TOTAL CARE,,12515 EAST 55TH STREET,SUITE 106,TULSA,OK,74146,TULSA
Pearland EMS,RP0466727,DISTRIBUTOR,PEARLAND EMS,,2703 VETERANS DRIVE,,PEARLAND,TX,77584,BRAZORIA
,RP0467515,REVERSE DISTRIB,"PHARMACEUTICAL CREDIT COMPANY, LLC",,130 SEABOARD LANE,SUITE A-6,FRANKLIN,TN,37067,WILLIAMSON
Quality Research Pharmaceutic,RQ0105507,DISTRIBUTOR,QUALITY RESEARCH PHARMACEUTIC,,1117 3RD AVENUE SW,PO BOX 782,CARMEL,IN,46032,HAMILTON
Qualitest Pharmaceuticals,RQ0110433,DISTRIBUTOR,QUALITEST PHARMACEUTICALS,,130 VINTAGE DRIVE,,HUNTSVILLE,AL,35811,MADISON
,RQ0124444,MANUFACTURER,QUALITY ASSURANCE SER CORP,,310 COMMERCE DR,,AUGUSTA,GA,30907,COLUMBIA
Quest Pharmaceuticals Inc,RQ0188981,DISTRIBUTOR,QUEST PHARMACEUTICALS INC,,300 EAST CHESTNUT STREET,PO BOX 270,MURRAY,KY,42071,CALLOWAY
"QK Healthcare, Inc.",RQ0207945,DISTRIBUTOR,"QK HEALTHCARE, INC.",,35 SAWGRASS DRIVE,,BELLPORT,NY,11713,SUFFOLK
,RQ0365280,REVERSE DISTRIB,"QUALANEX, LLC",,1410 HARRIS ROAD,,LIBERTYVILLE,IL,60048,LAKE
Q Pharma Inc,RQ0371144,DISTRIBUTOR,Q PHARMA INC,"Q PHARMA, INC.","45 HORSEHILL RD, SUITE 103",,CEDAR KNOLLS,NJ,7927,MORRIS
,RQ0379710,REVERSE DISTRIB,QUALITY RX RETURNS,,1610 N HERCULES AVENUE,,CLEARWATER,FL,33765,PINELLAS
"Quantum Commerce, LLC",RQ0388086,DISTRIBUTOR,"QUANTUM COMMERCE, LLC",QUANTUM RX,25076 W. 6 MILE RD,,REDFORD,MI,48240,WAYNE
"Quantum Pharmaceutical Supply & Services, LLC",RQ0394774,DISTRIBUTOR,"QUANTUM PHARMACEUTICAL SUPPLY & SERVICES, LLC",,745 ATLANTA ROAD,SUITE 111,CUMMING,GA,30040,FORSYTH
,RQ0395930,REVERSE DISTRIB,QUALITY RX RETURNS,,2936 MIDDLEBROOK PIKE,,KNOXVILLE,TN,37921,KNOX
"Qualanex, LLC",RQ0438968,DISTRIBUTOR,"QUALANEX, LLC",,5605 CENTERPOINT COURT,SUITE A,GURNEE,IL,60031,LAKE
,RQ0451978,REVERSE DISTRIB,"QUALITY RX RETURNS, LLC",,2936 MIDDLEBROOK PIKE,,KNOXVILLE,TN,37921,KNOX
R Weinstein Pharmaceuticals,RR0100456,DISTRIBUTOR,R WEINSTEIN PHARMACEUTICALS,,846 POHUKAINA ST,,HONOLULU,HI,96813,HONOLULU
Boehringer Ingelheim Roxane Inc.,RR0112514,MANUFACTURER,"BOEHRINGER-INGELHEIM ROXANE, INC.",,"1809 WILSON ROAD, 08-118",,COLUMBUS,OH,43228,FRANKLIN
Boehringer Ingelheim Roxane Inc.,RR0112526,DISTRIBUTOR,BOEHRINGER INGELHEIM ROXANE INC.,,"1809 WILSON ROAD, 08-118",,COLUMBUS,OH,43228,FRANKLIN
"UCB, Inc.",RR0141844,DISTRIBUTOR,"UCB, INC.",,167 BUSINESS CENTER DRIVE,,BIRMINGHAM,AL,35244,JEFFERSON
Richmark Medical Supply,RR0163446,DISTRIBUTOR,RICHMARK MEDICAL SUPPLY,,1555 W. HAWTHORNE LANE,UNIT 1W,WEST CHICAGO,IL,60185,DUPAGE
"Med-Turn, Inc",RR0191902,REVERSE DISTRIB,"MED-TURN, INC",,4332 EMPIRE ROAD,,FORT WORTH,TX,76155,TARRANT
King Pharmaceuticals,RR0192411,MANUFACTURER,KING PHARMACEUTICALS,,501 5TH ST.,,BRISTOL,TN,37620,SULLIVAN
Rite Aid,RR0236073,DISTRIBUTOR,RITE AID MID-ATLANTIC,,CUSTOMER SUPPORT CENTER,601 CHELSEA ROAD,ABERDEEN,MD,21001,HARFORD
,RR0240630,REVERSE DISTRIB,RELIABLE RX RETURNS,,65 KNICKERBOCKER AVENUE,SUITE C,BOHEMIA,NY,11716,SUFFOLK
Rebel Distributors Corp,RR0241050,DISTRIBUTOR,REBEL DISTRIBUTORS CORP,,3607 OLD CONEJO ROAD,,THOUSAND OAKS,CA,91320,VENTURA
Reed-Lane Inc.,RR0254021,MANUFACTURER,REED-LANE  INC.,,359 NEWARK-POMPTON TURNPIKE,,WAYNE,NJ,7470,PASSAIC
McKesson Corporation,RR0276837,MANUFACTURER,RX PAK DIV OF MCKESSON CORP,,4971 SOUTHRIDGE BLVD,,MEMPHIS,TN,38141,SHELBY
,RR0284632,MANUF (BULK),RHODES TECHNOLOGIES,,498 WASHINGTON STREET,,COVENTRY,RI,2816,KENT
R & S Sales LLC,RR0286422,DISTRIBUTOR,R & S SALES LLC,,8407 AUSTIN TRACY RD,,FOUNTAIN RUN,KY,42133,MONROE
Redpharm Drug,RR0287412,MANUFACTURER,REDPHARM DRUG,,6501 CITY WEST PARKWAY,,EDEN PRAIRIE,MN,55344,HENNEPIN
Ranbaxy Pharmaceuticals Inc,RR0289428,DISTRIBUTOR,RANBAXY PHARMACEUTICALS INC,,9431 FLORIDA MINING BLVD. EAST,,JACKSONVILLE,FL,32257,DUVAL
Redpharm Drug,RR0295077,DISTRIBUTOR,REDPHARM DRUG,REDPHARM DRUG,6501 CITY WEST PKWY,,EDEN PRAIRIE,MN,55344,HENNEPIN
Boehringer Ingelheim Roxane Inc.,RR0303634,DISTRIBUTOR,BOEHRINGER- INGELHEIM ROXANE INC.,,700 MANOR PARK DRIVE,,COLUMBUS,OH,43228,FRANKLIN
ReturnCo Inc,RR0303646,DISTRIBUTOR,RETURNCO INC,,18833 SAKERA RD,,HUDSON,FL,34667,PASCO
Rally Inc,RR0305575,DISTRIBUTOR,RALLY INC,,5213 TACOMA DRIVE,BUILDING C,HOUSTON,TX,77041,HARRIS
Resource Optimization & Innov LLC,RR0305789,DISTRIBUTOR,RESOURCE OPTIMIZATION & INNOVATION LLC,,2909 NORTH NEERGARD AVENUE,,SPRINGFIELD,MO,65803,GREENE
Integrated Rx Solutions,RR0308280,DISTRIBUTOR,INTEGRATED RX SOLUTIONS,,"1205 SARAH STREET, SUITE 171",,LONGWOOD,FL,32750,SEMINOLE
Resource Optimization & Innov LLC,RR0314524,MANUFACTURER,RESOURCE OPTIMIZATION & INNOV LLC,,2909 NORTH NEERGARD AVENUE,,SPRINGFIELD,MO,65803,GREENE
"Rainbow Gold, Inc.",RR0319891,MANUFACTURER,"RAINBOW GOLD PRODUCTS, INC.",,1610 SARDIS DRIVE,,SARDIS CITY,AL,35956,ETOWAH
,RR0328131,REVERSE DISTRIB,RX REVERSE DISTRIBUTORS INC,,9255 US HIGHWAY 1,,SEBASTIAN,FL,32958,INDIAN RIVER
RDC,RR0333790,DISTRIBUTOR,RDC,,209 GREEN RIDGE ROAD,,NEW CASTLE,PA,16105,LAWRENCE
"Returns, LLC",RR0334689,REVERSE DISTRIB,"RETURNS, LLC",,4680  BROWNSBORO  ROAD,BLDG  C,WINSTON SALEM,NC,27106,FORSYTH
Rebel Distributors Corp,RR0347864,MANUFACTURER,REBEL DISTRIBUTORS CORP.,,3607 OLD CONEJO ROAD,,THOUSAND OAKS,CA,91320,VENTURA
R & H Pharmacy Inc.,RR0349743,DISTRIBUTOR,R & H PHARMACY INC.,"R&H PHARMACY, INC.",1645 JERICHO TURNPIKE,SUITE 102,NEW HYDE PARK,NY,11040,NASSAU
RemedyRepack,RR0350126,MANUFACTURER,REMEDYREPACK,,SUITE 4,625 KOLTER DRIVE,INDIANA,PA,15701,INDIANA
Rite Aid,RR0355277,DISTRIBUTOR,RITE AID DAYVILLE DISTRIBUTION CENTER,PJC DISTRIBUTION CENTER,"500 FORBES ROAD, RR#1",,DAYVILLE,CT,6241,WINDHAM
Richie Pharmacal,RR0355683,DISTRIBUTOR,RICHIE PHARMACAL LLC,,119 STATE AVENUE,,GLASGOW,KY,42141,BARREN
Eckerd Corporation,RR0357269,DISTRIBUTOR,ECKERD CORPORATION,DBA RITE AID PHILADELPHIA DISTRIBUTION CENTER #56,8 QUEEN ANN COURT,,LANGHORNE,PA,19047,BUCKS
,RR0361054,REVERSE DISTRIB,REGENTS OF UNIVERSITY OF COLORADO,,13178 E. 19TH AVENUE,ROOM 101-C1,AURORA,CO,80045,ADAMS
"Reliable Pharmaceutical Returns, LLC",RR0366422,REVERSE DISTRIB,"RELIABLE PHARMACEUTICAL RETURNS, LLC",,1443 DONELSON PIKE,,NASHVILLE,TN,37217,DAVIDSON
River City Pharma,RR0380434,DISTRIBUTOR,"RIVER CITY PHARMACEUTICAL DISTRIBUTION, INC",,"4884 DUFF DRIVE, SUITE D",,CINCINNATI,OH,45246,HAMILTON
"RegionCare, Inc.",RR0385509,MANUFACTURER,"REGIONCARE, INC.",REGIONCARE PHARMACY,200 COMMUNITY DRIVE,,GREAT NECK,NY,11021,NASSAU
Reckitt Benckiser,RR0391538,MANUFACTURER,RECKITT BENCKISER PHARMACEUTICALS INC.,,2579 MIDPOINT DRIVE,,FORT COLLINS,CO,80525,LARIMER
River's Edge Pharmaceuticals LLC,RR0395891,DISTRIBUTOR,RIVER'S EDGE PHARMACEUTICALS LLC,BUILDING 500,5400 LAUREL SPRINGS PKWY. SUITE 504,,SUWANEE,GA,30024,GWINNETT
"Rainbow Gold, Inc.",RR0411253,DISTRIBUTOR,"RAINBOW GOLD, INC.",,115 GRIMES DRIVE,,GUNTERSVILLE,AL,35976,MARSHALL
Stericycle Inc,RR0416328,REVERSE DISTRIB,"REPUBLIC ENVIRONMENTAL SYSTEMS (PENNSYLVANIA), LLC",STERICYCLE ENVIRONMENTAL SOLUTIONS,2869 SANDSTONE DR.,,HATFIELD,PA,19440,MONTGOMERY
"Red Parrot Distribution, Inc",RR0417851,DISTRIBUTOR,"RED PARROT DISTRIBUTION, INC","RED PARROT DISTRIBUTION, INC",13802 WRIGHT CIR,,TAMPA,FL,33626,HILLSBOROUGH
Roadrunner Pharmacy Mfg,RR0429705,MANUFACTURER,ROADRUNNER PHARMACY MFG,,711 E. CAREFREE HIGHWAY,#140,PHOENIX,AZ,85085,MARICOPA
Watson Pharma Inc,RS0104517,DISTRIBUTOR,WATSON PHARMA INC,,39 MT. EBO ROAD SOUTH,,BREWSTER,NY,10509,PUTNAM
American Drug Stores,RS0105292,DISTRIBUTOR,AMERICAN DRUG STORES,,"DBA ALBERTSONS, INC#8760",777 SOUTH HARBOR,LA HABRA,CA,90631,ORANGE
Saint Elizabeths Hospital,RS0142985,DISTRIBUTOR,SAINT ELIZABETHS HOSPITAL,PHARMACY,"1100 ALABAMA AVE,  SE",ROOM 113,WASHINGTON,DC,20032,DISTRICT OF COLUMBIA
,RS0182763,REVERSE DISTRIB,SAI TRANSPORT,,3420 YOUNGS RIDGE RD,,LAKELAND,FL,33810,POLK
St Mary's Medical Park Phcy,RS0190417,MANUFACTURER,ST MARY'S MEDICAL PARK PHCY,,10860 MAVINEE DRIVE,,ORO VALLEY,AZ,85737,PIMA
SAJ Distributors,RS0190443,DISTRIBUTOR,SAJ DISTRIBUTORS,,3022 NORTH MIDLAND DRIVE,PO BOX 939,PINE BLUFF,AR,71603,JEFFERSON
State of Rhode Island,RS0200268,DISTRIBUTOR,STATE OF RHODE ISLAND,CENTRAL PHARMACY-MHRH,HAZARD BLDG,600 NEW LONDON AVE,CRANSTON,RI,2920,PROVIDENCE
Sanofi-Aventis U.S. Inc.,RS0200939,DISTRIBUTOR,SANOFI-AVENTIS U.S. INC.,,200 E OAKTON ST,,DES PLAINES,IL,60018,COOK
Southwood Pharmaceuticals Inc,RS0204898,MANUFACTURER,SOUTHWOOD PHARMACEUTICALS INC,,60 EMPIRE DRIVE,,LAKE FOREST,CA,92630,ORANGE
Sanofi-Synthelabo Inc,RS0210310,DISTRIBUTOR,SANOFI-SYNTHELABO INC,,"CARR #1 KM 21.1 SECTOR LA MUDA, GUAYNABO",C/O PO BOX 70322,SAN JUAN,PR,936,SAN JUAN
"Stat Pharmaceuticals, Inc",RS0213481,DISTRIBUTOR,"STAT PHARMACEUTICALS, INC",,9545 PATHWAY STREET,,SANTEE,CA,92071,SAN DIEGO
SavMart Pharmaceutical,RS0218671,DISTRIBUTOR,SAVMART PHARMACEUTICAL,,SERVICES INC,"3545 MIDWAY DRIVE, SUITE A",SAN DIEGO,CA,92110,SAN DIEGO
Savoy Medical Supply Company,RS0223711,DISTRIBUTOR,SAVOY MEDICAL SUPPLY COMPANY,,745 CALEBS PATH,,HAUPPAUGE,NY,11788,SUFFOLK
Sanofi-Aventis U.S. Inc.,RS0224737,MANUFACTURER,"SANOFI-AVENTIS U.S., LLC",,6244 LEMAY FERRY ROAD,,SAINT LOUIS,MO,63129,SAINT LOUIS
"Capital Returns, Inc.",RS0230778,REVERSE DISTRIB,"CAPITAL RETURNS, INC.",DBA GENCO PHARMACEUTICAL SERVICES,6101 N. 64TH STREET,,MILWAUKEE,WI,53218,MILWAUKEE
Aveva Drug Delivery Systems,RS0233558,MANUFACTURER,AVEVA DRUG DELIVERY SYSTEMS,,3250 COMMERCE PARKWAY,,MIRAMAR,FL,33025,BROWARD
Shire Laboratories,RS0237619,MANUFACTURER,SHIRE LABORATORIES,,1550 EAST GUDE DRIVE,,ROCKVILLE,MD,20850,MONTGOMERY
,RS0239219,REVERSE DISTRIB,STRONG PHARMACEUTICAL SERVICE,,6264 CROOKED CREEK RD,SUITE 11,NORCROSS,GA,30092,GWINNETT
"Pacira Pharmaceuticals, Inc.",RS0253500,MANUFACTURER,"PACIRA PHARMACEUTICALS, INC.",,ATTN: DEA ADMINISTRATOR,10450 SCIENCE CENTER DRIVE,SAN DIEGO,CA,92121,SAN DIEGO
"Pacira Pharmaceuticals, Inc.",RS0253524,MANUFACTURER,"PACIRA PHARMACEUTICALS, INC.",ATTN: DEA ADMINISTRATOR,11011 NORTH TORREY PINES ROAD,SUITE 130,LA JOLLA,CA,92037,SAN DIEGO
Smith's Food & Drug Ctr's Inc,RS0261379,DISTRIBUTOR,SMITH'S FOOD & DRUG CTR'S INC,,D/B/A PEYTON'S PHOENIX,5305 W BUCKEYE RD,PHOENIX,AZ,85043,MARICOPA
Saint Francis Care Pharmacy,RS0261381,DISTRIBUTOR,SAINT FRANCIS CARE PHARMACY,OUTPATIENT PHARMACY,MOUNT SINAI CAMPUS,500 BLUE HILLS AVENUE,HARTFORD,CT,6112,HARTFORD
H. D. Smith,RS0269236,DISTRIBUTOR,H D SMITH WHOLESALE DRUG CO,,410 COMMERCE BLVD UNIT B,,CARLSTADT,NJ,7072,BERGEN
,RS0271596,MANUF (BULK),CAMBREX CHARLES CITY,,1205 11TH STREET,,CHARLES CITY,IA,50616,FLOYD
